align_len	b1	b2	bw1	bw2	ch_match	e1	e2	ew1	ew2	gid1	gid2	id1	id2	len1	len2	matches	matches_percent	s1	s2	score	seq1	seq2	series_b1	series_b2	tok1	tok2	uid1	uid2	w_match
265	786	1173	157	249	190	1040	1430	209	300	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms1650	Shamela0009783-ara1.completed.ms0367	1487	1430	240	90.56603773584906	حدثني به المثنى قال ثن--ا إسحاق قال ثن--ا إسماعيل بن عبد الكريم قال --ثني عبد الصمد بن معقل أنه سمع وهب بن منبه قال لما سلمت بنو إسرائيل الملك لطالوت أوحي----- إلى نبي بني إسرائيل أن قل لطالوت فليغز أهل مدين فلا يترك فيها حيا إلا قتله فإني سأظهره عليهم فخرج بالناس	حدثني--- المثنى قال حدثنا إسحاق قال حدثنا إسماعيل بن عبد الكريم قال حدثني عبد الصمد بن معقل عن----- وهب بن منبه قال لما سلمت بنو إسرائيل الملك لطالوت أوحى الله إلى نبي بني إسرائيل أن قل لطالوت فليغز أهل مدين فلا يترك فيها حيا إلا قتله فإني سأظهره عليهم فخرج بالناس	449.5	1650	367	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	1707453496565159592	-8774267424938781983	45
456	1040	1	209	0	354	1487	456	300	93	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms1650	Shamela0009783-ara1.completed.ms0368	1487	1446	444	97.36842105263158	حتى أتى مدين فقتل من كان فيها إلا ملكهم فإنه أسره وساق مواشيهم فأوحى الله إلى أشمويل ألا تعجب من طالوت إذ أمرته------ فاختان فيه فجاء بملكهم أسيرا وساق مواشيهم فالقه فقل له لأنزعن الملك من بيته ثم لا يعود فيه إلى يوم القيامة فإني إنما أكرم من أطاعني وأهين من هان عليه أمري فلقيه فقال--- ما صنعت لم جئت بملكهم أسيرا ولم سقت مواشيهم قال إنما سقت المواشي لأقربها قال له أشمويل إن الله قد نزع من بيتك الملك ثم لا يعود فيه إلى يوم القيامة فأوحى الله إلى أشمويل	حتى أتى مدين فقتل من كان فيها إلا ملكهم فإنه أسره وساق مواشيهم فأوحى الله إلى أشمويل ألا تعجب من طالوت إذ أمرته بأمري فاختل -فيه فجاء بملكهم أسيرا وساق مواشيهم فالقه فقل له لأنزعن الملك من بيته ثم لا يعود فيه إلى يوم القيامة فإني إنما أكرم من أطاعني وأهين من هان عليه أمري فلقيه فقال له ما صنعت لم جئت بملكهم أسيرا ولم سقت مواشيهم قال إنما سقت المواشي لأقربها قال له أشمويل إن الله قد نزع من بيتك الملك ثم لا يعود فيه إلى يوم القيامة فأوحى الله إلى أشمويل	870.5	1650	368	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	1707453496565159592	-7628958704699558305	88
808	4	456	1	93	599	779	1256	160	258	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms1651	Shamela0009783-ara1.completed.ms0368	1490	1446	757	93.6881188118812	انطلق إلى إيشا فيعرض عليك بنيه فادهن الذي آمرك بدهن القدس يكن ملكا على بني إسرائيل فانطلق حتى أتى إيشا فقال اعرض علي بنيك فدعا إيشا أكبر ولده فأقبل رجل جسيم حسن المنظر فلما نظر إليه أشمويل أعجبه فقال الحمد لله إن الله لبصير بالعباد فأوحى الله إليه إن عينيك تبصران ما ظهر وإني أطلع على ما في القلو--------------ب ليس بهذا اعرض علي غيره فعرض عليه ستة في كل ذلك يقول ليس بهذا ف--------------قال هل لك من ولد غيرهم فقال بني لي غلام----- وهو راع في الغنم فقال أرسل إليه فلما أن جاء داود جاء غلام أمعر فدهنه بدهن القدس وقال لأبيه اكتم هذا فإن طالوت لو يطلع عليه قتله فسار جالوت في قومه إلى بني إسرائيل فعسكر وسار طالوت ببني إسرائيل وعسكر وتهيئوا للقتال فأرسل جالوت إلى طالوت لم تقتل قومي وأقتل قومك أبرز لي أو أبرز لي من شئت فإن قتلتك كان الملك لي وإن قتلتني كان الملك لك فأرسل طالوت في عسكره صائحا من يبرز لجالوت	انطلق إلى إيشى فيعرض عليك بنيه فادهن الذي آمرك بدهن القدس يكن ملكا على بني إسرائيل فانطلق حتى أتى إيشى فقال اعرض علي بنيك فدعا إيشى أكبر ولده فأقبل رجل جسيم حسن المنظر فلما نظر إليه أشمويل أعجبه فقال الحمد لله إن الله -بصير بالعباد فأوحى الله إليه إن عينيك تبصران ما ظهر وإني أطلع على ما في القلوب ليس بهذا فقال ليس بهذا اعرض علي غيره فعرض عليه ستة في كل ذلك يقول ليس بهذا اعرض علي غيره فقال هل لك من ولد غيرهم فقال بلى لي غلام أمغر وهو راع في الغنم -قال أرسل إليه فلما أن جاء داود جاء غلام أمغر فدهنه بدهن القدس وقال لأبيه اكتم هذا فإن طالوت لو يطلع عليه قتله فسار جالوت في قومه إلى بني إسرائيل فعسكر وسار طالوت ببني إسرائيل وعسكر وتهيئوا للقتال فأرسل جالوت إلى طالوت لم يقتل قومي و-----قومك ابرز لي أو أبرز لي من شئت فإن قتلتك كان الملك لي وإن قتلتني كان الملك لك فأرسل طالوت في عسكره صائحا من يبرز -جالوت	1466.5	1651	368	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	5582287566842797340	-7628958704699558305	145
473	1015	817	201	164	347	1481	1273	300	261	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms1653	Shamela0009783-ara1.completed.ms0363	1481	1462	443	93.65750528541226	-عبر يومئذ النهر مع طالوت أبو داود فيمن عبر مع ثلاثة عشر ابنا له وكان داود أصغر بنيه فأ----تاه ذات يوم فقال يا أبتاه ما أرمي بقذافتي شيئا إلا صرعته فقال أبشر يا بني فإن الله قد جعل رزقك في قذافتك ثم أتاه مرة أخرى -قال يا أبتاه لقد دخلت بين الجبال فوجدت أسدا رابضا فركبت عليه فأخذت بأذنيه فلم يهجني -قال أبشر يا بني فإن هذا خير يعطيكه الله ثم أتاه يوما آخر فقال يا أبتاه إني لأمشي بين الجبال فأسبح فما يبقى جبل إلا سبح معي فقال أبشر يا بني فإن هذا خير أعطاكه الله وكان داود	فعبر يومئذ--------------- أبو داود فيمن عبر في ثلاثة عشر ابنا له وكان داود أصغر بنيه وإنه أتاه ذات يوم فقال يا أبتاه ما أرمي بقذافتي شيئا إلا صرعته -قال أبشر يا بني -إن الله قد جعل رزقك في قذافتك ثم أتاه مرة أخرى فقال يا أبتاه لقد دخلت بين الجبال فوجدت أسدا رابضا فركبت عليه وأخذت بأذنيه فلم يهجني فقال أبشر يا بني فإن هذا خير يعطيكه الله ثم أتاه يوما آخر فقال يا أبتاه إني لأمشي بين الجبال فأسبح فلا يبقى جبل إلا سبح معي فقال أبشر يا بني فإن هذا خير أعطاكه الله وكان داود	839.5	1653	363	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3808562185700271933	-2113280007598918091	87
190	1	1273	0	261	139	185	1462	37	300	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms1654	Shamela0009783-ara1.completed.ms0363	1490	1462	176	92.63157894736842	راعيا وكان أبوه خلفه يأتي إل----يه وإلى إخوته بالطعام فأتي النبي-- بقرن فيه دهن وبثوب من حديد فبعث به إلى طالوت فقال إن صاحبكم الذي يقتل جالوت يوضع هذا القرن على رأسه فيغلي حتى يدهن منه ولا	راعيا وكان أبوه خلفه يأتي إلى أبيه وإلى اخوته بالطعام فاتى النبي ع بقرن فيه دهن وتنور من حديد فبعث به الى طالوت -قال إن صاحبكم الذي يقتل جالوت يوضع هذا القرن على رأسه فيغلي حتى يدهن منه ولا	328.0	1654	363	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	6705639471476961414	-2113280007598918091	30
1329	185	1	37	0	1005	1490	1315	300	263	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms1654	Shamela0009783-ara1.completed.ms0364	1490	1499	1262	94.95861550037623	يسيل على وجهه -يكون على رأسه كهيئة الإكليل ويدخل في هذا الثوب- فيملؤه فدعا طالوت بني إسرائيل فجربهم ---فلم يوافقه منهم أحد فلما فرغوا قال طالوت لأبي داود هل بقي لك من ولد لم يشهدنا قال نعم بقي ابني داود وهو يأتينا بطعامنا فلما أتاه داود مر في الطريق بثلاثة أحجار فكلمنه وقلن له خذنا يا داود تقتل بنا جالوت قال فأخذهن فجعلهن في مخلاته وكان طالوت ---قال من قتل جالوت زوجته ابنتي وأجريت خاتمه في ملكي فلما جاء داود وضعوا القرن على رأسه فغلى حتى ادهن منه ولبس الثوب- فملأه وكان رجلا مسقاما مصفارا ولم يلبسه أحد إلا تقلقل فيه فلما لبسه داود تضايق الثوب- عليه حتى تنقض ثم مشى إلى جالوت وكان جالوت من أجسم الناس وأشدهم فلما نظر إلى داود قذف في قلبه الرعب منه فقال له يا فتى ارجع فإني أرحمك أن أقتلك -قال داود لا بل أنا أقتلك فأخرج الحجارة فجعلها في القذافة كلما رفع ح-----جرا سماه فقال هذا باسم أبي إبراهيم والثاني باسم أبي إسحاق والثالث باسم أبي إسرائيل ثم أدار القذافة فعادت الأحجار حجرا واحدا ثم أرسله فصك به بين عيني جالوت فنقب- رأسه فقتله ثم -------لم تزل تقتل كل إنسان تصيبه تنفذ منه حتى لم يكن بحيالها أحد فهزموهم عند ذلك وقتل داود جالوت ورجع طالوت فأنكح داود ابنته وأجرى خاتمه في ملكه فمال الناس إلى داود فأحبوه فلما رأى ذلك طالوت وجد في نفسه وحسده فأراد قتله فعلم به داود أنه يريد به ذلك فسجى له زق خمر في مضجعه فدخل طالوت إلى منام داود وقد هرب داود فضرب الزق ضربة فخرقه فسالت الخمر منه فوقعت قطرة من خمر في فيه فقال يرحم الله	يسيل على وجهه ويكون على رأسه كهيئة الإكليل ويدخل في هذا التنور فيملأه فدعا طالوت بني إسرائيل فجربهم به فلم يوافقه منهم أحد فلما فرغوا قال طالوت لأبي داود هل بقي لك--- ولد لم يشهدنا قال نعم بقي ابني داود وهو يأتينا بطعام ف--لما أتاه داود مر في الطريق بثلاثة أحجار فكلمنه وقلن له خذنا يا داود تقتل بنا جالوت قال فأخذهن وجعلهن في مخلاته وكان طالوت قد قال من قتل جالوت زوجته ابنتي وأجريت خاتمه في ملكي فلما جاء داود وضعوا القرن على رأسه فغلى حتى ادهن منه ولبس التنور فملأه وكان رجلا مسقاما مصفارا ولم يلبسه أحد إلا تقلقل فيه فلما لبسه داود تضايق التنور عليه حتى تنقض ثم مشى إلى جالوت وكان جالوت من أجسم الناس واشدهم فلما نظر إلى داود قذف في قلبه الرعب منه فقال له يا فتى ارجع فإني أرحمك أن أقتلك فقال داود لا بل أنا أقتلك فأخرج الحجارة فوضعها في القذافة كلما رفع منها حجرا سماه فقال هذا باسم أبي إبراهيم والثاني باسم أبي إسحاق والثالث باسم أبي إسرائيل ثم أدار القذافة فعادت الأحجار حجرا واحدا ثم أرسله فصك به بين عيني جالوت فنقبت رأس------ه ثم قتلته فلم تزل تقتل كل إنسان تصيبه تنفذ فيه حتى لم يكن بحيالها أحد فهزموهم عند ذلك وقتل داود جالوت ورجع طالوت فأنكح داود ابنته وأجرى خاتمه في ملكه فمال الناس إلى داود وأحبوه فلما رأى ذلك طالوت وجد في نفسه وجسده وأراد قتله فعلم د---اود أنه يريده ب-ذلك فسجى له زق خمر في مضجعه فدخل طالوت إلى منام داود وقد هرب داود فضرب الزق ضربة فخرقه فسالت الخمر منه فوقعت قطره من خمر في فيه فقال يرحم الله	2431.5	1654	364	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	6705639471476961414	-809547150024050955	236
184	1	1315	0	263	137	172	1499	34	300	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms1655	Shamela0009783-ara1.completed.ms0364	1465	1499	171	92.93478260869566	داود ما كان أكثر شربه للخمر ثم إن داود أتاه من القابلة في بيته وهو نائم فوضع سهمين عند رأسه وعند رجليه وعن يمينه وعن شماله سهمين------------- فلما استيقظ طالوت بصر بالسهام فعرفها فقال	داود ما كان أكثر شربه للخمر ثم إن داود أتاه من القابلة في بيته وهو نائم فوضع سهمين عند رأسه وعند رجليه وعن يمينه وعن شماله سهمين سهمين ثم نزل فلما استيقظ طالوت بصر بالسهام فعرفها فقال	331.0	1655	364	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	1657713653536385293	-809547150024050955	33
354	172	1	34	0	280	526	354	106	71	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms1655	Shamela0009783-ara1.completed.ms0365	1465	1501	351	99.15254237288136	يرحم الله داود هو خير مني ظفرت به فقتلته وظفر بي فكف عني ثم إنه ركب يوما فوجده يمشي في البرية وطالوت على فرس فقال طالوت اليوم أقتل داود وكان داود إذا فزع لا يدرك فركض على أثره طالوت ففزع داود فاشتد فدخل غارا وأوحى الله إلى العنكبوت فضربت عليه بيتا فلما انتهى طالوت إلى الغار نظر إلى بناء العنكبوت فقال لو كان دخل ها هنا لخرق بيت العنكبوت فخيل إليه فتركه	يرحم الله داود هو خير مني ظفرت به فقتلته وظفر بي فكف عني ثم إنه ركب يوما فوجده يمشي في البرية وطالوت على فرس فقال طالوت اليوم أقتل داود وكان داود إذا فزع لم يدرك فركض على أثره طالوت ففزع داود فاشتد فدخل غارا فأوحى الله إلى العنكبوت فضربت عليه بيتا فلما انتهى طالوت إلى الغار نظر إلى بناء العنكبوت فقال لو كان دخل ها-هنا لخرق بيت العنكبوت فخيل إليه فتركه	695.0	1655	365	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	1657713653536385293	-350005270299243626	70
467	1021	177	208	38	262	1465	588	300	125	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms1655	Shamela0009783-ara1.completed.ms0367	1465	1430	337	72.1627408993576	حدثني يونس ق--------------ال أخبرنا ابن وهب قال --ثني ابن زيد في قول الله تعالى ذكره ألم تر إلى الملإ من بني إسرائيل البقرة فقرأ حتى بلغ فلما كتب عليهم القتال تولوا إلا قليلا منهم والله عليم بالظالمين البقرة قال أوحى الله إلى نبيهم إن في ولد فلان رجلا يقتل الله به جالوت ومن علامته هذا القرن تضعه على رأسه فيفيض ماء فأتاه فقال إن الله أ-------وحى إلي أن في ولد فلان رجلا يقتل الله به جالوت فقال نعم يا نبي الله قال فأخرج له اثني عشر رجلا أمثال السواري وفيهم رجل بارع	حدثني يونس بن عبد الأعلى قال أخبرنا ابن وهب قال حدثني ابن زيد في قول الل-----------ه ألم تر إلى الذين خرجوا من ديارهم وهم ألوف حذر الموت إلى قوله---------------------------------- والله عليم بالظالمين ق-------ال أوحى الله إلى نبيهم أن في ولد فلان رجلا يقتل الله به جالوت ومن علامته هذا القرن يضعه على رأسه فيفيض ماء فأتاه فقال إن الله عز وجل أوحى إلي أن في ولد----ك رجلا يقتل الله به جالوت فقال نعم يا نبي الله قال فأخرج له اثني عشر رجلا امثال السواري وفيهم رجل بارع	596.5	1655	367	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	1657713653536385293	-8774267424938781983	64
586	1	588	0	125	437	558	1173	119	249	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms1656	Shamela0009783-ara1.completed.ms0367	1441	1430	555	94.7098976109215	عليهم فجعل يعرضهم على القرن فلا يرى شيئا فيقول لذلك الجسيم ارجع فير-ده عليه فأوحى الله إليه إنا لا نأخذ الرجال على صورهم ولكن -نأخذهم على صلاح قلوبهم قال يا رب قد زعم أنه ليس له ولد غيره فقال كذب فقال إن ربي قد كذبك وقال إن لك ولدا غيرهم فقال--- صدق يا نبي الله--- لي ولد- قصير- استحييت أن يراه الناس فجعلته في الغنم قال فأين هو قال في شعب كذا وكذا من جبل كذا وكذا فخرج إليه فوجد الوادي قد سال بينه وبين------- التي كان يريح إليها قال ووجده يحمل شا------تين يجيز بهما------ ولا يخوض بهما السيل فلما رآه قال هذا هو لا شك فيه هذا يرحم البهائم فهو بالناس أرحم قال فوضع القرن على رأسه ففاض	عليهم فجعل يعرضهم على القرن فلا يرى شيئا فيقول لذلك الجسيم ارجع فيردده عليه فأوحى الله إليه إنا لا نأخذ الرجال على صورهم ولكنا نأخذهم على صلاح قلوبهم قال يا رب قد زعم أنه ليس له ولد غيره فقال كذب فقال إن ربي قد كذبك وقال إن لك ولدا غيرهم -قال قد صدق يا نبي الله إن لي ولدا قصيرا استحييت أن يراه الناس فجعلته في الغنم قال فأين هو قال في شعب كذا وكذا من جبل كذا وكذا فخرج إليه فوجد الوادي قد سال بينه وبين البقعة التي كان يريح إليها قال ووجده يحمل شاتين شاتين يجيز بهما السيل ولا يخوض بهما السيل فلما رآه قال هذا هو لا شك فيه هذا يرحم البهائم فهو بالناس أرحم قال فوضع القرن على رأسه ففاض	1058.5	1656	367	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-2368180888711378497	-8774267424938781983	110
781	712	1	140	0	580	1480	762	300	160	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms1693	Shamela0009783-ara1.completed.ms0218	1480	1469	735	94.1101152368758	فيمتارون من عنده الطعام فخرج إبراهيم يمتار مع من يمتار فإذا مر به ناس قال من ربكم قالوا أنت حتى مر--- إبراهيم قال من ربك قال ا----لذي يحيي ويميت قال أنا أحيي وأميت قال إبراهيم فإن الله يأتي بالشمس من المشرق فأت بها من المغرب فبهت الذي كفر البقرة قال فرده بغير طعام قال فرجع إبراهيم على أهله فمر على كثيب من رمل أعفر فقال ألا آخذ من هذا فآتي به أهلي فتطيب أنفسهم حين أدخل عليهم فأخذ منه فأتى أهله قال فوضع متاعه ثم نام فقامت امرأته إلى متاعه ففتحته فإذا هي بأجود طعام رأته--- فصنعت له منه فقربته إليه وكان عهده بأهله أنه ليس عندهم طعام فقال من أين هذا قالت من الطعام الذي جئت به فعلم أن الله--- رزقه فحمد الله ثم بعث الله إلى الجبار ملكا أن آمن بي وأتركك على ملكك قال وهل رب غيري فجاءه الثانية فقال له ذلك فأبى عليه ثم أتاه الثالثة فأبى عليه فقال له الملك اجمع جموعك إلى ثلاثة أيام	فيمتارون من عنده الطعام فخرج إبراهيم يمتار مع من يمتار فإذا مر به ناس قال من ربكم قالوا أنت حتى مر به إبراهيم قال من ربك قال ربي الذي يحيي ويميت قال أنا أحيي وأميت قال إبراهيم فإن الله يأتي بالشمس من المشرق فأت بها من المغرب فبهت الذي كفر قا-------ل فرده بغير طعام قال فرجع إبراهيم إلى أهله فمر على كثيب------- أعفر فقال هلا آخذ من هذا فآتي به أهلي فتطيب أنفسهم حين أدخل عليهم فأخذ منه فأتى أهله قال فوضع متاعه ثم نام فقامت امرأته إلى متاعه ففتحته فإذا هي بأجود طعام رآه أحد فصنعت له منه فقربته إليه وكان عهد أهل------ه ليس عندهم طعام فقال من أين هذا قالت من الطعام الذي جئت به فعلم أن الله قد رزقه فحمد الله ثم بعث الله إلى الجبار ملكا أن آمن بي وأتركك على ملكك قال فهل رب غيري فجاءه الثانية فقال له ذلك فأبى عليه ثم أتاه الثالثة فأبى عليه فقال له الملك اجمع جموعك إلى ثلاثة أيام	1425.5	1693	218	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-4223722689462758279	1979474830197083036	146
769	1	762	0	160	404	596	1449	117	297	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms1694	Shamela0009783-ara1.completed.ms0218	1560	1469	500	65.01950585175553	فجمع الجبار جموعه فأمر الله الملك ففتح عليه- بابا من البعوض فطلعت الشمس فلم يروها من كثرتها فبعثها الله عليهم فأكلت لحومهم وشربت دماءهم فلم يبق إلا العظام والملك كما هو لم يصبه من ذلك شيء فبعث الله عليه بعوضة فدخلت في منخره فمكث أربعمائة سنة يضرب رأسه بالمطارق وأرحم الناس به من جمع يديه و--ضرب بهما رأسه وكان جبارا أربع مائة عام فعذبه الله أربعمائة سنة كملكه ثم أماته الله وهو الذي بنى صرحا إلى السماء فأتى الله بنيانه من القواعد وهو الذي قال الله فأتى الله بنيانهم من القواعد النحل حدثني يونس قال أخبرنا ابن وهب قال أخبرني عبد الرحمن بن زيد بن أسلم في قول-------------------------------------------------------------------------------------------------------------------------------------------------------------------- الله ألم تر إلى ا-------لذي حاج إبراهيم في ربه	فجمع الجبار جموعه فأمر الله الملك ففتح عليهم بابا من البعوض فطلعت الشمس فلم يروها من كثرتها فبعثها الله عليهم فأكلت لحومهم وشربت دماءهم فلم يبق إلا العظام والملك كما هو لم يصبه من ذلك شيء فبعث الله عليه بعوضة فدخلت في منخره فمكث أربعمائة سنة يضرب رأسه بالمطارق وأرحم الناس به من جمع يديه ثم ضرب بهما رأسه وكان جبارا أربعم-ائة عام فعذبه الله أربعمائة سنة كملكه و--أماته الله وهو الذي بنى صرحا إلى السماء فأتى الله بنيانه من القواعد وهو الذي قال الله فأتى الله بنيانهم من القواعد -------------------------------------------------------------------------------حدثنا موسى بن هارون قال حدثنا عمرو بن حماد قال حدثنا أسباط عن السدي في خبر ذكره عن أبي مالك وعن أبي صالح عن ابن عباس وعن مرة عن ابن مسعود وعن ناس من أصحاب النبي صلى الله عليه وسلم قال أمر الذي حاج إبراهيم في ربه	842.0	1694	218	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-3736904286153859572	1979474830197083036	92
568	78	842	17	167	392	624	1387	126	277	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms1696	Shamela0009783-ara1.completed.ms0180	1474	1511	495	87.14788732394366	أعلم أن نمروذ ق------------ال لإبراهيم فيما يقول أرأيت إلهك هذا الذي تعبده وتدعو إلى عبادته وتذكر- من قدرته التي تعظمه بها على غيره ما هو قال له إبراهيم ربي الذي يحيي ويميت -قال نمروذ فأنا أحيي وأميت فقال له إبراهيم كيف تحيي وتميت قال آخذ --رجلين قد استوجبا القتل في حكمي فأقتل أحدهما فأكون قد أمته وأعفو عن الآخر فأتركه وأكون قد أحييته فقال له إبراهيم عند ذلك فإن الله يأتي بالشمس من المشرق فأت بها من المغرب أعرف أنه كما تقول فبهت عند ذلك نمروذ ولم يرجع إليه شيئا وعرف أنه لا يطيق ذلك يقول تعالى ذكره ف-بهت الذي كفر البقرة يعني وقعت عليه الحجة -----يعني نمروذ وقوله	--ثم إن نمرود فيما يذكرون قال لإبراهيم---------- أرأيت إلهك هذا الذي تعبد- وتدعو إلى عبادته وتذكره من قدرته التي تعظمه بها على غيره ما هو قال--- إبراهيم ربي الذي يحيي ويميت فقال نمرود فأنا أحيي وأميت فقال له إبراهيم كيف تحيي وتميت قال آخذ الرجلين قد استوجبا القتل في حكمي فأقتل أحدهما فأكون قد أمته وأعفو عن الآخر فأتركه فأكون قد أحييته فقال له إبراهيم عند ذلك فإن الله يأتي بالشمس من المشرق فأت بها من المغرب فعرف أنه كما يقول فبهت عند ذلك نمرود ولم يرجع إليه شيئا وعرف أنه لا يطيق ذلك يقول الله عز وجل فبهت الذي كفر ي-------عني وقعت عليه الحجة قال ثم إن نمرود وقومه	909.0	1696	180	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-4494567987212927009	-5541051484707483500	85
645	504	795	106	152	195	975	1263	208	252	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms1698	Shamela0009783-ara1.completed.ms0425	1385	1481	259	40.15503875968992	حدثنا بذلك ابن حميد قال --ثنا سلمة قال ثنا ابن إسحاق قال -----------------------------------------------------------------------------------------------------------------اسم الخضر فيما كان وهب بن منبه يزعم عن بني إسرائيل إرميا بن حلقيا وكان من سبط ه---------------------------------------------------ارون بن عمران ذكر من قال ذلك حدثنا --الحسن بن يحيى قال أخبرنا عبد الرزاق قال --ثنا عبد الصمد بن معقل أنه سمع- وهب بن منبه يقول في قوله أنى يحيي هذه الله بعد موتها البقرة أن إرميا لما خرب بيت المقدس وحرقت الكتب وقف في ناحية الجبل فقال أنى يحيي هذه الله بعد موتها البقرة -حدثنا ابن حميد قال --ثنا سلمة قال ثني ابن إسحاق عمن لا يتهم عن وهب بن منبه	حدثنا----- ابن حميد قال حدثنا سلمة -----عن ابن إسحاق قال فيما بلغني استخلف الله عز وجل على بني إسرائيل بعد شعيا رجلا منهم يقال له ياشيه بن اموص فبعث الله لهم الخضر نبيا واسم الخضر فيما كان وهب بن منبه يزعم عن بني إسرائيل إرميا بن حلقيا وكان من سبط هارون وأما وهب بن منبه فإنه قال فيه ما حدثني محمد بن سهل بن عسكر البخاري قال---- حدثنا إسماعيل بن---------------- عبد الكريم قال حدثني عبد الصمد بن معقل قال سمعت وهب بن منبه ----------------------------------------------------------------------------------------------------------------------------------------------يقول وحدثنا ابن حميد قال حدثنا سلمة -----عن ابن إسحاق عمن لا يتهم عن وهب بن منبه	390.0	1698	425	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	2388658588820027241	-9218389347308992061	50
289	939	1192	192	236	210	1216	1481	253	300	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms1702	Shamela0009783-ara1.completed.ms0425	1476	1481	271	93.77162629757785	-حدثنا ابن حميد قال --ثنا سلمة عن ابن إسحاق عمن لا يتهم عن وهب بن منبه اليماني أنه كان يقول قال الله------- لإرميا حين بعثه نبيا إلى بني إسرائيل يا إرميا من قبل أن أخلقك اخترتك ومن قبل أن أصورك في رحم أمك قدستك ومن قبل أن أخرجك من بطنها-- طهرتك ومن قبل أن تبلغ السعي نبأتك ومن قبل أن تبلغ	وحدثنا ابن حميد قال حدثنا سلمة عن ابن إسحاق عمن لا يتهم عن وهب بن منبه اليماني أنه كان يقول قال الله عز وجل لإرميا حين بعثه نبيا إلى بني إسرائيل يا إرميا من قبل أن أخلقك اخترتك ومن قبل أن أصورك في بطن أمك قدستك ومن قبل أن أخرجك من بطن أمك طهرتك ومن قبل أن تبلغ السعي نبيتك ومن قبل أن تبلغ	517.0	1702	425	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	383331816588571639	-9218389347308992061	55
293	1216	1	253	0	201	1476	290	300	54	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms1702	Shamela0009783-ara1.completed.ms0426	1476	1580	247	84.30034129692832	الأشد اخت-رتك ولأمر عظيم اجتبيتك فبعث الله تعالى ذكره إرميا إلى ملك--------- بني إسرائيل يسدده ويرشده ويأتيه بال-بر من ا----لله فيما بينه وبينه----------- قال ثم عظمت الأحداث في بني إسرائيل وركبوا المعاصي واستحلوا المحارم ونسوا ما كان الله صنع بهم وما نجاهم من عدوهم سنحاريب------- فأوحى الله	الأشد اختبرتك ولأمر عظيم اجتبيتك فبعث الله عز وجل---- إرميا إلى ذلك الملك من بني إسرائيل يسدده ويرشده ويأتيه بالخبر من قبل الله فيما بينه وبين الله عز وجل قال ثم عظمت الأحداث في بني إسرائيل وركبوا المعاصي واستحلوا المحارم ونسوا ما كان الله صنع بهم وما نجاهم من عدوهم سنحاريب وجنوده فأوحى الله	438.0	1702	426	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	383331816588571639	-7749108754059432729	39
